Occurrence;From;To;Sentiment;Index;Context
 At last . And where did you get that motorcycle ? ;Dumbledore;Dumbledore,Dursley,Voldemort,Hagrid,Dudley;0.0;242;6
 Borrowed it , Professor Dumbledore , sir ,  said the giant , climbing carefully off the motorcycle as he spoke .;Hagrid;McGonagall,Dursley,Voldemort,Hagrid,Dudley;-0.05;243;6
 Young Sirius Black lent it to me . I 've got him , sir . ;Hagrid;Black;-0.0333333333333;244;6
 No problems , were there ? ;Dumbledore;McGonagall,Dursley,Voldemort,Hagrid,Dudley;0.0;245;6
 No , sir - house was almost destroyed , but I got him out all right before the Muggles started swarmin ' around . He fell asleep as we was flyin ' over Bristol . ;Hagrid;Muggle;0.285714285714;246;6
 Is that where - ?  whispered Professor McGonagall .;McGonagall;Dumbledore,Dursley,Voldemort,Hagrid,Dudley;0.0;250;6
 Yes ,  said Dumbledore .;Dumbledore;McGonagall,Dursley,Voldemort,Hagrid,Dudley;0.0;251;6
 He 'll have that scar forever . ;Dumbledore;Dumbledore,Dursley,Voldemort,Hagrid,Dudley;0.0;252;6
 Could n't you do something about it , Dumbledore ? ;McGonagall;McGonagall,Dursley,Voldemort,Hagrid,Dudley;0.0;253;6
 Even if I could , I would n't . Scars can come in handy . I have one myself above my left knee that is a perfect map of the London Underground . Well - give him here , Hagrid - we 'd better get this over with . ;Dumbledore;Dumbledore,Dursley,Voldemort,Hagrid,Dudley;0.42;254;6
 Could I - could I say good-bye to him , sir ?  asked Hagrid .;Hagrid;Dumbledore,McGonagall,Dursley,Voldemort,Dudley;0.0;256;6
" Shhh !  hissed Professor McGonagall , "" You 'll wake the Muggles ! """;McGonagall;Dumbledore,Dursley,Voldemort,Hagrid,Dudley;0.0;259;6
 S-s-sorry ,  sobbed Hagrid , taking out a large , spotted handkerchief and burying his face in it .;Hagrid;Dumbledore,McGonagall,Dursley,Voldemort,Dudley;0.214285714286;260;6
 But I c-c-ca n't stand it - Lily an ' James dead - an ' poor little Harry off ter live with Muggles - ;Hagrid;McGonagall,Dursley,Voldemort,Hagrid,Dudley;-0.162784090909;261;6
 Yes , yes , it 's all very sad , but get a grip on yourself , Hagrid , or we 'll be found ,  Professor McGonagall whispered , patting Hagrid gingerly on the arm as Dumbledore stepped over the low garden wall and walked to the front door .;McGonagall;Dumbledore,Dursley,Voldemort,Hagrid,Dudley;-0.325;262;6
" Well ,  said Dumbledore finally , "" that 's that . We 've no business staying here . We may as well go and join the celebrations . """;Dumbledore;McGonagall,Dursley,Voldemort,Hagrid,Dudley;0.0;265;6
" Yeah ,  said Hagrid in a very muffled voice , "" I 'll be takin ' Sirius his bike back . G'night , Professor McGonagall - Professor Dumbledore , sir . """;Hagrid;Dumbledore,McGonagall,Dursley,Voldemort,Dudley;0.1;266;6
 I shall see you soon , I expect , Professor McGonagall ,  said Dumbledore , nodding to her .;Dumbledore;McGonagall,Dursley,Voldemort,Hagrid,Dudley;0.0;268;6
 Good luck , Harry ,  he murmured .;Dumbledore;Dumbledore,Dursley,Voldemort,Hagrid,Dudley;0.7;274;6
 Up ! Get up ! Now ! ;Dursley;;0.0;291;7
 Up !  she screeched .;Dursley;;0.0;294;7
 Are you up yet ?  she demanded .;Dursley;;0.0;301;7
 Nearly ,  said Harry .;Harry;;0.1;302;7
 Well , get a move on , I want you to look after the bacon . And do n't you dare let it burn , I want everything perfect on Duddy 's birthday . ;Dursley;;1.0;303;7
 What did you say ?  his aunt snapped through the door .;Dursley;;0.0;305;7
 Nothing , nothing ... ;Harry;;0.0;306;7
 In the car crash when your parents died ,  she had said .;Petunia;Vernon;0.0;323;8
 And do n't ask questions . ;Petunia;Vernon;0.0;324;8
 Comb your hair !  he barked , by way of a morning greeting .;Vernon;Petunia;0.0;327;8
 Thirty-six ,  he said , looking up at his mother and father .;Dudley;Petunia,Harry,Vernon;0.0;337;9
 That 's two less than last year . ;Dudley;Dudley,Petunia,Vernon;-0.0833333333333;338;9
 Darling , you have n't counted Auntie Marge 's present , see , it 's here under this big one from Mummy and Daddy . ;Petunia;Marge;0.0;339;9
 All right , thirty-seven then ,  said Dudley , going red in the face .;Dudley;Petunia,Harry,Vernon;0.142857142857;340;9
"Aunt Petunia obviously scented danger , too , because she said quickly , "" And we 'll buy you another two presents while we 're out today . How 's that , popkin ? Two more presents . Is that all right """;Petunia;Dudley,Harry,Vernon;0.279761904762;342;9
"Finally he said slowly , "" So I 'll have thirty...thirty ... """;Dudley;Dudley,Petunia,Vernon;-0.15;345;9
 Thirty-nine , sweetums ,  said Aunt Petunia .;Petunia;Dudley,Harry,Vernon;0.0;346;9
 Oh.  Dudley sat down heavily and grabbed the nearest parcel .;Dudley;Petunia,Harry,Vernon;-0.177777777778;347;9
 All right then . ;Dudley;Dudley,Petunia,Vernon;0.285714285714;348;9
 Little tyke wants his money 's worth , just like his father . ' Atta boy , Dudley !  He ruffled Dudley 's hair .;Vernon;Petunia,Harry,Vernon;0.129166666667;350;9
 Bad news , Vernon ,  she said .;Petunia;Dudley,Harry,Vernon;-0.7;353;9
 Mrs. Figg 's broken her leg . She ca n't take him .  She jerked her head in Harry 's direction .;Petunia;Dudley,Petunia,Vernon;-0.4;354;9
 Now what ?  said Aunt Petunia , looking furiously at Harry as though he 'd planned this .;Petunia;Dudley,Harry,Vernon;0.0;360;9
 We could phone Marge ,  Uncle Vernon suggested .;Vernon;Marge;0.0;362;9
 Do n't be silly , Vernon , she hates the boy . ;Petunia;Dudley,Harry,Vernon;-0.5;363;9
 What about what ' s-her-name , your friend - Yvonne ? ;Vernon;Dudley,Petunia,Vernon;0.0;365;9
 On vacation in Majorca ,  snapped Aunt Petunia .;Petunia;Dudley,Harry,Vernon;0.0;366;9
 You could just leave me here ,  Harry put in hopefully ( he 'd be able to watch what he wanted on television for a change and maybe even have a go on Dudley 's computer ) .;Harry;Dudley,Petunia,Vernon;0.5;367;9
 And come back and find the house in ruins ?  she snarled .;Petunia;Dudley,Harry,Vernon;-0.75;369;9
 I wo n't blow up the house ,  said Harry , but they were n't listening .;Harry;Dudley,Petunia,Vernon;0.0;370;9
" I suppose we could take him to the zoo ,  said Aunt Petunia slowly , "" ...and leave him in the car ... """;Petunia;Dudley,Harry,Vernon;-0.3;371;9
 That car 's new , he 's not sitting in it alone ... ;Vernon;Dudley,Petunia,Vernon;0.136363636364;372;9
 Dinky Duddydums , do n't cry , Mummy wo n't let him spoil your special day !  she cried , flinging her arms around him .;Petunia;Mummy;0.446428571429;375;9
 I...do n't...want...him...t-t-to come !  Dudley yelled between huge , pretend sobs .;Dudley;Petunia,Harry,Vernon;0.4;376;9
 He always sp-spoils everything !  He shot Harry a nasty grin through the gap in his mother 's arms .;Dudley;Dudley,Petunia,Vernon;-1.0;377;9
"Just then , the doorbell rang - "" Oh , good Lord , they 're here ! "" said Aunt Petunia frantically - and a moment later , Dudley 's best friend , Piers Polkiss , walked in with his mother .";Petunia;Dudley,Harry,Vernon;0.625;378;9
" I 'm warning you ,  he had said , putting his large purple face right up close to Harry ' s , "" I 'm warning you now , boy - any funny business , anything at all - and you 'll be in that cupboard from now until Christmas . """;Vernon;Dudley,Petunia,Vernon;0.25;384;9
" I 'm not going to do anything ,  said Harry , "" honestly ... """;Harry;Dudley,Petunia,Vernon;0.6;385;9
 ...roaring along like maniacs , the young hoodlums ,  he said , as a motorcycle overtook them .;Vernon;;0.1;404;10
 I had a dream about a motorcycle ,  said Harry , remembering suddenly .;Harry;;0.0;405;10
 It was flying . ;Harry;;0.0;406;10
"He turned right around in his seat and yelled at Harry , his face like a gigantic beet with a mustache : "" MOTORCYCLES DON'T FLY ! """;Vernon;;0.642857142857;408;10
 I know they do n't ,  said Harry .;Harry;;0.0;410;10
 It was only a dream . ;Harry;;0.0;411;10
 Make it move ,  he whined at his father .;Dudley;;0.0;429;11
 Do it again ,  Dudley ordered .;Dudley;;0.0;431;11
 This is boring ,  Dudley moaned .;Dudley;;-1.0;433;11
 I get that all the time . ;Harry;Harry,Piers;0.0;447;12
 I know ,  Harry murmured through the glass , though he was n't sure the snake could hear him .;Harry;Piers,Petunia;-0.25;448;12
 It must be really annoying . ;Harry;Harry,Piers;-0.8;449;12
 Where do you come from , anyway ?  Harry asked .;Harry;Piers,Petunia;0.0;451;12
 Was it nice there ? ;Harry;Harry,Piers;0.6;455;12
 Oh , I see - so you 've never been to Brazil ? ;Harry;Piers,Petunia;0.0;457;12
 DUDLEY ! MR . DURSLEY ! COME AND LOOK AT THIS SNAKE ! YOU WON'T BELIEVE WHAT IT'S DOING ! ;Piers;Harry,Piers;-0.125;459;12
 Out of the way , you ,  he said , punching Harry in the ribs .;Piers;Piers,Petunia;0.0;461;12
"As the snake slid swiftly past him , Harry could have sworn a low , hissing voice said , "" Brazil , here I come ... Thanksss , amigo . """;Snake;Piers,Petunia;-0.125;467;12
" But the glass ,  he kept saying , "" where did the glass go ? """;Vernon;Harry,Piers;0.0;469;12
"But worst of all , for Harry at least , was Piers calming down enough to say , "" Harry was talking to it , were n't you , Harry ? """;Piers;Harry;-0.363888888889;473;12
"He managed to say , "" Go - cupboard - stay - no meals , "" before he collapsed into a chair , and Aunt Petunia had to run and get him a large brandy .";Petunia;Harry,Piers;0.214285714286;476;12
 They stuff people 's heads down the toilet the first day at Stonewall ,  he told Harry .;Dudley;Dudley;0.0203703703704;514;13
 Want to come upstairs and practice ? ;Dudley;Dudley;0.0;515;13
 No , thanks ,  said Harry .;Harry;Dudley;-0.1;516;13
 The poor toilet 's never had anything as horrible as your head down it - it might be sick .  Then he ran , before Dudley could work out what he 'd said .;Harry;Harry;-0.460634920635;517;13
 What 's this ?  he asked Aunt Petunia .;Harry;Harry,Vernon;0.0;534;14
 Your new school uniform ,  she said .;Petunia;Petunia,Harry;0.136363636364;536;14
" Oh ,  he said , "" I did n't realize it had to be so wet . """;Harry;Petunia,Vernon;-0.1;538;14
 Do n't be stupid ,  snapped Aunt Petunia .;Petunia;Petunia,Harry;-0.8;539;14
 I 'm dyeing some of Dudley 's old things gray for you . It 'll look just like everyone else 's when I 've finished . ;Petunia;Petunia,Vernon;0.1;540;14
 Get the mail , Dudley ,  said Uncle Vernon from behind his paper .;Vernon;Petunia,Harry;-0.4;546;14
 Make Harry get it . ;Dudley;Harry;0.0;547;14
 Get the mail , Harry . ;Vernon;Petunia,Harry;0.0;548;14
 Make Dudley get it . ;Harry;Dudley;0.0;549;14
 Poke him with your Smelting stick , Dudley . ;Vernon;Petunia,Vernon;0.0;550;14
 Hurry up , boy !  shouted Uncle Vernon from the kitchen .;Vernon;Petunia,Dudley,Harry;0.0;567;15
 What are you doing , checking for letter bombs ?  He chuckled at his own joke .;Vernon;Vernon,Petunia,Dudley;0.6;568;15
 Marge 's ill ,  he informed Aunt Petunia .;Petunia;Vernon,Dudley,Harry;-0.5;572;15
 Ate a funny whelk ... ;Vernon;Petunia,Dudley,Harry;0.25;573;15
 Dad !  said Dudley suddenly .;Dudley;Vernon,Petunia,Harry;0.0;574;15
 Dad , Harry 's got something ! ;Dudley;Petunia,Dudley,Harry;0.0;575;15
 That 's mine !  said Harry , trying to snatch it back .;Harry;Vernon,Petunia,Dudley;0.0;577;15
 Who 'd be writing to you ?  sneered Uncle Vernon , shaking the letter open with one hand and glancing at it .;Vernon;Petunia,Dudley,Harry;0.0;578;15
 P-P-Petunia !  he gasped .;Vernon;Vernon,Dudley,Harry;0.0;582;15
 Vernon ! Oh my goodness - Vernon ! ;Petunia;Vernon,Petunia,Dudley;0.0;587;15
 I want to read that letter ,  he said loudly .;Harry;Petunia,Dudley,Harry;0.1;591;15
" I want to read it ,  said Harry furiously , "" as it 's mine . """;Harry;Vernon,Petunia,Dudley;0.0;592;15
 Get out , both of you ,  croaked Uncle Vernon , stuffing the letter back inside its envelope .;Vernon;Petunia,Dudley,Harry;0.0;593;15
 I WANT MY LETTER !  he shouted .;Harry;Vernon,Petunia,Dudley;0.0;595;15
 Let me see it !  demanded Dudley .;Dudley;Vernon,Petunia,Harry;0.0;596;15
 OUT !  roared Uncle Vernon , and he took both Harry and Dudley by the scruffs of their necks and threw them into the hall , slamming the kitchen door behind them .;Vernon;Petunia,Dudley,Harry;-0.4;597;15
" Vernon ,  Aunt Petunia was saying in a quivering voice , "" look at the address - how could they possibly know where he sleeps ? You do n't think they 're watching the house ? """;Petunia;Vernon,Dudley,Harry;0.0;599;15
 Watching - spying - might be following us ,  muttered Uncle Vernon wildly .;Vernon;Petunia,Dudley,Harry;0.05;600;15
 But what should we do , Vernon ? Should we write back ? Tell them we do n't want - ;Petunia;Vernon,Petunia,Dudley;0.0;601;15
 No ,  he said finally .;Vernon;Petunia,Dudley,Harry;0.0;603;15
 No , we 'll ignore it . If they do n't get an answer...Yes , that 's best...we wo n't do anything ... ;Vernon;Vernon,Petunia,Dudley;0.0;604;15
 But - ;Petunia;Petunia,Dudley,Harry;0.0;605;15
 I 'm not having one in the house , Petunia ! Did n't we swear when we took him in we 'd stamp out that dangerous nonsense ? ;Vernon;Vernon,Petunia,Dudley;-0.6;606;15
 Where 's my letter ?  said Harry , the moment Uncle Vernon had squeezed through the door .;Harry;Harry;0.0;609;16
 Who 's writing to me ? ;Harry;Harry;0.0;610;16
 No one . It was addressed to you by mistake ,  said Uncle Vernon shortly .;Vernon;Harry;0.0;611;16
 I have burned it . ;Vernon;Harry;0.0;612;16
" It was not a mistake ,  said Harry angrily , "" it had my cupboard on it . """;Harry;Vernon;-0.5;613;16
 SILENCE !  yelled Uncle Vernon , and a couple of spiders fell from the ceiling .;Vernon;Harry;0.0;614;16
 Er - yes , Harry - about this cupboard . Your aunt and I have been thinking...you 're really getting a bit big for it...we think it might be nice if you moved into Dudley 's second bedroom .;Vernon;Harry;0.2;616;16
"Why ? "" said Harry .";Harry;Vernon;0.0;617;16
 Do n't ask questions !  snapped his uncle .;Vernon;Harry;0.0;618;16
 Take this stuff upstairs , now . ;Vernon;Harry;0.0;619;16
"Then he shouted ,  There 's another one ! ' Mr. H. Potter , The Smallest Bedroom , 4 Privet Drive - ' """;Dudley;;0.0;640;18
 Go to your cupboard - I mean , your bedroom ,  he wheezed at Harry .;Vernon;;-0.3125;644;18
 Dudley - go - just go . ;Vernon;;0.0;645;18
 AAAAARRRGH ! ;Vernon;Petunia;0.0;658;19
 I want -  he began , but Uncle Vernon was tearing the letters into pieces before his eyes .;Harry;Petunia;0.0;665;19
" See ,  he explained to Aunt Petunia through a mouthful of nails , "" if they ca n't deliver them they 'll just give up . """;Vernon;Vernon;0.0;668;19
 I 'm not sure that 'll work , Vernon . ;Petunia;Petunia;-0.25;669;19
 Oh , these people 's minds work in strange ways , Petunia , they 're not like you and me ,  said Uncle Vernon , trying to knock in a nail with the piece of fruitcake Aunt Petunia had just brought him .;Vernon;Vernon;-0.05;670;19
"He hummed "" Tiptoe Through the Tulips "" as he worked , and jumped at small noises .";Vernon;;-0.25;676;20
 Who on earth wants to talk to you this badly ?  Dudley asked Harry in amazement .;Dudley;earth;-0.25;681;21
" No post on Sundays ,  he reminded them cheerfully as he spread marmalade on his newspapers , "" no damn letters today - """;Vernon;Vernon;0.4;684;21
 Out ! OUT ! ;Vernon;Vernon;0.0;688;21
 That does it ,  said Uncle Vernon , trying to speak calmly but pulling great tufts out of his mustache at the same time .;Vernon;Dudley;0.366666666667;692;21
 I want you all back here in five minutes ready to leave . We 're going away . Just pack some clothes . No arguments ! ;Vernon;Vernon;0.125;693;21
 Shake ' em off...shake ' em off ,  he would mutter whenever he did this .;Vernon;Dudley;0.0;701;21
 ' Scuse me , but is one of you Mr. H. Potter ? Only I got about an ' undred of these at the front desk . ;;;0.0;712;22
 I 'll take them ,  said Uncle Vernon , standing up quickly and following her from the dining room .;Vernon;Petunia,Dudley,Monday;0.166666666667;722;23
 Would n't it be better just to go home , dear ?  Aunt Petunia suggested timidly , hours later , but Uncle Vernon did n't seem to hear her .;Petunia;Vernon,Dudley,Monday;0.25;724;23
 Daddy 's gone mad , has n't he ?  Dudley asked Aunt Petunia dully late that afternoon .;Dudley;Vernon,Petunia,Monday;-0.4625;728;23
 It 's Monday ,  he told his mother .;Dudley;Monday;0.0;733;23
 The Great Humberto 's on tonight . I want to stay somewhere with a television . ;Dudley;Vernon,Petunia,Dudley;0.8;734;23
 Found the perfect place !  he said .;Vernon;Petunia,Dudley,Monday;1.0;742;23
 Come on ! Everyone out ! ;Vernon;Vernon,Dudley,Monday;0.0;743;23
 Storm forecast for tonight !  said Uncle Vernon gleefully , clapping his hands together .;Vernon;Petunia,Dudley,Monday;0.0;748;23
 And this gentleman 's kindly agreed to lend us his boat ! ;Vernon;Vernon,Dudley,Monday;0.75;749;23
" I 've already got us some rations ,  said Uncle Vernon , "" so all aboard ! """;Vernon;Petunia,Dudley,Monday;0.0;751;23
 Could do with some of those letters now , eh ?  he said cheerfully .;Vernon;Vernon,Dudley,Monday;0.4;759;23
