Occurrence;From;To;Sentiment;Index;Context
" You ca n't have met many decent wizards , " said Harry , trying to cheer him up .;Harry,;You,many decent wizards,;0.333333333333;200;4
Then , without warning , he leapt up and started banging his head furiously on the window , shouting , " Bad Dobby ! Bad Dobby ! ";he,;;-0.8671875;202;4
" Do n't - what are you doing ? ";;you,you,;0.0;203;4
" Dobby had to punish himself , sir , " said the elf , who had gone slightly cross-eyed . " Dobby almost spoke ill of his family , sir ... ";;Dobby,himself,Dobby almost,ill,;-0.5;205;4
" Your family ? ";;;0.0;206;4
" The wizard family Dobby serves , sir....Dobby is a house-elf - bound to serve one house and one family forever ... ";;The wizard family Dobby,one house,;0.0;207;4
" Do they know you 're here ? ";;they,you,they,you,;0.0;208;4
" Oh , no , sir , no...Dobby will have to punish himself most grievously for coming to see you , sir . Dobby will have to shut his ears in the oven door for this . If they ever knew , sir - ";;Dobby,they,himself,you,his ears,;0.5;211;4
" But wo n't they notice if you shut your ears in the oven door ? ";;they,you,your ears,;0.0;212;4
" Dobby doubts it , sir . Dobby is always having to punish himself for something , sir . They lets Dobby get on with it , sir . Sometimes they reminds me to do extra punishments ... ";;Dobby,They,Dobby,they,himself for something,Dobby,me,extra punishments,;0.0;213;4
" But why do n't you leave ? Escape ? ";;you,;0.0;214;4
" A house-elf must be set free , sir . And the family will never set Dobby free...Dobby will serve the family until he dies , sir ... ";;A house-elf,the family,he,Dobby,the family,;0.4;215;4
" And I thought I had it bad staying here for another four weeks , " he said . " This makes the Dursleys sound almost human . Ca n't anyone help you ? Ca n't I ? ";he,;I,I,I,it bad staying,the Dursleys sound,help you,;-0.0722222222222;217;4
" Please , " Harry whispered frantically , " please be quiet . If the Dursleys hear anything , if they know you 're here - ";Harry,;they know you,they know you,;0.0;220;4
" Harry Potter asks if he can help Dobby...Dobby has heard of your greatness , sir , but of your goodness , Dobby never knew ... ";;Harry Potter,he,Dobby...Dobby,Dobby never,Dobby...Dobby,;0.0;221;4
Harry , who was feeling distinctly hot in the face , said , " Whatever you 've heard about my greatness is a load of rubbish . I 'm not even top of my year at Hogwarts ; that 's Hermione , she - ";Harry,;you,my greatness,I,a load,Hermione,;0.375;222;4
" Harry Potter is humble and modest , " said Dobby reverently , his orb-like eyes aglow . " Harry Potter speaks not of his triumph over He-Who-Must-Not-Be-Named - ";Dobby reverently,;Harry Potter,Harry Potter,;-0.0333333333333;224;4
" Voldemort ? ";;;0.0;225;4
Dobby clapped his hands over his bat ears and moaned , " Ah , speak not the name , sir ! Speak not the name ! ";Dobby,;;0.0;227;4
" Sorry , " said Harry quickly . " I know lots of people do n't like it . My friend Ron - ";Harry quickly,;I,people,lots,;-0.5;228;4
" Dobby heard tell , " he said hoarsely , " that Harry Potter met the Dark Lord for a second time just weeks ago...that Harry Potter escaped yet again . ";he,;Dobby,Harry Potter,ago...that Harry Potter,the Dark Lord,ago...that Harry Potter,;-0.075;232;4
" Ah , sir , " he gasped , dabbing his face with a corner of the grubby pillowcase he was wearing . " Harry Potter is valiant and bold ! He has braved so many dangers already ! But Dobby has come to protect Harry Potter , to warn him , even if he does have to shut his ears in the oven door later....Harry Potter must not go back to Hogwarts . ";he,the grubby pillowcase he,;Harry Potter,He,Dobby,he does,later....Harry Potter,so many dangers,Harry Potter,him,his ears,;0.381944444444;234;4
" W-what ? ";;;0.0;236;4
Harry stammered . " But I 've got to go back - term starts on September first . It 's all that 's keeping me going . You do n't know what it 's like here . I do n't belong here . I belong in your world - at Hogwarts . ";Harry,;I,term,It,all that,me,You,it,I,I,all that,me,;0.125;237;4
" No , no , no , " squeaked Dobby , shaking his head so hard his ears flapped . " Harry Potter must stay where he is safe . He is too great , too good , to lose . If Harry Potter goes back to Hogwarts , he will be in mortal danger . ";his head so hard his ears,Dobby,;Harry Potter,he,He,Harry Potter,he,;0.331666666667;238;4
" Why ? ";;;0.0;239;4
" There is a plot , Harry Potter . A plot to make most terrible things happen at Hogwarts School of Witchcraft and Wizardry this year , " whispered Dobby , suddenly trembling all over . " Dobby has known it for months , sir . Harry Potter must not put himself in peril . He is too important , sir ! ";Dobby,;most terrible things,a plot,most terrible things,Dobby,it,Harry Potter,He,it,months,himself in peril,;-0.0416666666667;241;4
" What terrible things ? ";;;-1.0;242;4
said Harry at once . " Who 's plotting them ? ";Harry,;them,;0.0;243;4
" All right ! ";;;0.357142857143;245;4
cried Harry , grabbing the elf 's arm to stop him . " You ca n't tell me . I understand . But why are you warning me ? ";Harry,;You,I,you,me,you,me,;0.0;246;4
A sudden , unpleasant thought struck him . " Hang on - this has n't got anything to do with Vol - - sorry - with You-Know-Who , has it ? You could just shake or nod , " he added hastily as Dobby 's head tilted worryingly close to the wall again .;unpleasant,he,head,Dobby,;You,anything,it,;-0.383333333333;247;4
" Not - not He-Who-Must-Not-Be-Named , sir - ";;;0.0;249;4
" He has n't got a brother , has he ? ";;He,a brother,he,;0.0;252;4
" Well then , I ca n't think who else would have a chance of making horrible things happen at Hogwarts , " said Harry . " I mean , there 's Dumbledore , for one thing - you know who Dumbledore is , do n't you ? ";Harry,;I,horrible things,a chance,horrible things,I,you,Dumbledore,Dumbledore,;-0.65625;254;4
" Albus Dumbledore is the greatest headmaster Hogwarts has ever had . Dobby knows it , sir . Dobby has heard Dumbledore 's powers rival those of He-Who-Must-Not-Be-Named at the height of his strength . But , sir " - Dobby 's voice dropped to an urgent whisper - " there are powers Dumbledore does n't...powers no decent wizard ... ";voice,Dobby,;Albus Dumbledore,the greatest headmaster Hogwarts,Dobby,Dobby,powers,the greatest headmaster Hogwarts,it,Dumbledore,those of He-Who-Must-Not-Be-Named,powers Dumbledore,powers Dumbledore,no decent wizard,;0.583333333333;256;4
Two seconds later Harry , heart thudding madly , heard Uncle Vernon coming into the hall , calling , " Dudley must have left his television on again , the little tyke ! ";heart,Uncle Vernon,;Dudley,his television,;-0.078125;259;4
" Quick ! In the closet ! ";;;0.520833333333;260;4
" What - the - devil - are - you - doing ? ";;;0.0;262;4
said Uncle Vernon through gritted teeth , his face horribly close to Harry ' s. " You 've just ruined the punch line of my Japanese golfer joke....One more sound and you 'll wish you'd never been born , boy ! ";Uncle Vernon,Harry,;You,you,the punch line,;0.375;263;4
" See what it 's like here ? ";;it,;0.0;266;4
he said . " See why I 've got to go back to Hogwarts ? It 's the only place I 've got - well , I think I 've got friends . ";he,;I,It,I,I,I,I,I,friends,;0.0;267;4
" Friends who do n't even write to Harry Potter ? ";;;0.0;268;4
" I expect they 've just been - wait a minute , " said Harry , frowning . " How do you know my friends have n't been writing to me ? ";Harry,;I,they,they,a minute,you,my friends,you,my friends,;0.0;270;4
" Harry Potter must n't be angry with Dobby . Dobby did it for the best - ";;Harry Potter,Dobby,it,it,;0.25;272;4
" Have you been stopping my letters ? ";;you,you,my letters,;0.0;273;4
" Dobby has them here , sir , " said the elf .;;Dobby,them,;0.0;274;4
" Harry Potter must n't be angry....Dobby hoped...if Harry Potter thought his friends had forgotten him...Harry Potter might not want to go back to school , sir ... ";;Harry Potter,angry....Dobby hoped...if Harry Potter,his friends,him...Harry Potter,angry....Dobby hoped...if Harry Potter,his friends,him...Harry Potter,;0.0;278;4
" Harry Potter will have them , sir , if he gives Dobby his word that he will not return to Hogwarts . Ah , sir , this is a danger you must not face ! Say you wo n't go back , sir ! ";;Harry Potter,he,he,a danger you,you,them,Dobby his word,a danger you,you,;0.0;281;4
" No , " said Harry angrily . " Give me my friends ' letters ! ";Harry angrily,;me my friends,;0.0;282;4
" Then Harry Potter leaves Dobby no choice , " said the elf sadly .;;Harry Potter,Dobby no choice,;0.0;283;4
From the dining room he heard Uncle Vernon saying , " ...tell Petunia that very funny story about those American plumbers , Mr. Mason . She 's been dying to hear ... ";the dining room he,Uncle Vernon,;She,;0.1625;287;4
" No , " croaked Harry . " Please...they 'll kill me ... ";Harry,;Please...they,me,;0.0;291;4
" Harry Potter must say he 's not going back to school - ";;Harry Potter,he,he,;0.0;292;4
" Dobby...please ... ";;;0.0;293;4
" Say it , sir - ";;it,;0.0;294;4
" I ca n't - ";;I,;0.0;295;4
" Then Dobby must do it , sir , for Harry Potter 's own good . ";;Dobby,it,;0.625;297;4
( " Just our nephew - very disturbed - meeting strangers upsets him , so we kept him upstairs ... " );;we,him,him,;0.2;303;4
" Read it ! ";;;0.0;311;4
he hissed evilly , brandishing the letter the owl had delivered . " Go on - read it ! ";he,the owl,;;0.0;312;4
" You did n't tell us you were n't allowed to use magic outside school , " said Uncle Vernon , a mad gleam dancing in his eyes . " Forgot to mention it....Slipped your mind , I daresay ... ";Uncle Vernon,;You,us you,us you,magic outside school,I,it....Slipped your mind,;-0.0416666666667;329;5
He was bearing down on Harry like a great bulldog , all his teeth bared . " Well , I 've got news for you , boy....I 'm locking you up....You 're never going back to that school...never...and if you try and magic yourself out - they 'll expel you ! ";He,all his teeth,Harry,;I,you try and magic yourself,they,news,locking you,you try and magic yourself,you,;0.367361111111;330;5
" It 's no good turning your beak up at it - that 's all we 've got , " said Harry grimly .;Harry grimly,;It,all we,no good turning your beak,all we,;0.65;349;6
He saw Dobby 's face in the crowd and shouted out , asking for help , but Dobby called , " Harry Potter is safe there , sir ! ";He,Dobby,;Harry Potter,;0.625;358;7
" Stop it , " Harry muttered as the rattling pounded in his sore head . " Leave me alone...cut it out...I 'm trying to sleep ... ";Harry,;it,me alone...cut it,;0.0;361;7
" Ron . ";;;0.0;371;8
breathed Harry , creeping to the window and pushing it up so they could talk through the bars . " Ron , how did you - ? What the - ? ";it,they,Harry,;you,;0.0;372;8
" All right , Harry ? ";;;0.285714285714;376;8
" What 's been going on ? ";;;0.0;378;8
said Ron . " Why have n't you been answering my letters ? I 've asked you to stay about twelve times , and then Dad came home and said you'd got an official warning for using magic in front of Muggles - ";Ron,;you,I,Dad,you'd,my letters,you,home,you'd,an official warning,magic in front,;0.5;379;8
" It was n't me - and how did he know ? ";;It,he,he,;0.0;380;8
" He works for the Ministry , " said Ron . " You know we 're not supposed to do spells outside school - ";Ron,;He,You,we,we,outside school,;0.0;381;8
" You should talk , " said Harry , staring at the floating car .;Harry,;You,;0.0;382;8
" Oh , this does n't count , " said Ron . " We 're only borrowing this . It 's Dad ' s , we did n't enchant it . But doing magic in front of those Muggles you live with - ";Ron,;We,It,we,those Muggles you,Dad,it,magic in front,;0.212121212121;383;8
" I told you , I did n't - but it 'll take too long to explain now - look , can you tell them at Hogwarts that the Dursleys have locked me up and wo n't let me come back , and obviously I ca n't magic myself out , because the Ministry 'll think that 's the second spell I 've done in three days , so - ";;I,I,it,you,them,the Dursleys,me,me,I,myself,the Ministry,the second spell I,you,you,them,Hogwarts,me,me,myself,the second spell I,;0.1125;384;8
" Stop gibbering , " said Ron . " We 've come to take you home with us . ";Ron,;We,you,you,;0.0;385;8
" But you ca n't magic me out either - ";;you,me,me,;0.5;386;8
" We do n't need to , " said Ron , jerking his head toward the front seat and grinning . " You forget who I 've got with me . ";Ron,;We,You,I,;0.0;387;8
" Tie that around the bars , " said Fred , throwing the end of a rope to Harry .;Fred,Harry,;;0.0;388;8
" If the Dursleys wake up , I 'm dead , " said Harry as he tied the rope tightly around a bar and Fred revved up the car .;he,Fred,;I,;-0.2;389;8
" Do n't worry , " said Fred , " and stand back . ";Fred,;;0.0;390;8
" Get in , " Ron said .;Ron,;;0.0;397;8
" But all my Hogwarts stuff - my wand - my broomstick - ";;;0.0;398;8
" Where is it ? ";;it,;0.0;399;8
" Locked in the cupboard under the stairs , and I ca n't get out of this room - ";;I,;0.0;400;8
" No problem , " said George from the front passenger seat . " Out of the way , Harry . ";George,;;0.0;401;8
" A lot of wizards think it 's a waste of time , knowing this sort of Muggle trick , " said Fred , " but we feel they 're skills worth learning , even if they are a bit slow . ";Fred,;wizards,it,it,a waste,this sort,we,they,they,they,skills worth learning,a bit,;-0.0666666666667;404;8
" So - we 'll get your trunk - you grab anything you need from your room and hand it out to Ron , " whispered George .;George,;we,you,anything you,your room and hand it,your trunk,anything you,;0.0;406;8
" Watch out for the bottom stair - it creaks , " Harry whispered back as the twins disappeared onto the dark landing .;Harry,the twins,;it,;-0.075;407;8
" A bit more , " panted Fred , who was pulling from inside the car . " One good push - ";Fred,;;0.575;415;8
" Okay , let 's go , " George whispered .;George,;;0.5;417;8
" THAT RUDDY OWL ! ";;;0.0;419;8
" I 've forgotten Hedwig ! ";;I,Hedwig,;0.0;420;8
" Petunia ! ";;;0.0;425;8
roared Uncle Vernon . " He 's getting away ! HE'S GETTING AWAY ! ";Uncle Vernon,;He,HE'S,;0.0;426;8
" Put your foot down , Fred ! ";;your foot,;-0.194444444444;428;8
" See you next summer ! ";;you next summer,;0.0;433;8
" Let Hedwig out , " he told Ron . " She can fly behind us . She has n't had a chance to stretch her wings for ages . ";he,Ron,;Hedwig,She,She,a chance,her wings,;0.2;436;8
" So - what 's the story , Harry ? ";;the story,;0.0;438;8
said Ron impatiently . " What 's been happening ? ";Ron impatiently,;;0.0;439;8
" Very fishy , " said Fred finally .;Fred finally,;;0.2;442;8
" Definitely dodgy " agreed George . " So he would n't even tell you who 's supposed to be plotting all this stuff ? ";George,;he,you,all this stuff,;0.0;443;8
" I do n't think he could , " said Harry . " I told you , every time he got close to letting something slip , he started banging his head against the wall . ";Harry,;I,he,he,I,every time he,he,you,something slip,his head,;0.0;444;8
" What , you think he was lying to me ? ";;you,he,he,;0.0;446;8
" Well , " said Fred , " put it this way - house-elves have got powerful magic of their own , but they ca n't usually use it without their master 's permission . I reckon old Dobby was sent to stop you coming back to Hogwarts . Someone 's idea of a joke . Can you think of anyone at school with a grudge against you ? ";Fred,;house-elves,they,it,I,old Dobby,you,you,it this way,powerful magic,it,their master,old Dobby,you,you,of anyone,;0.3;448;8
" Yes , " said Harry and Ron together , instantly .;Harry and Ron together,;;0.0;449;8
" Draco Malfoy , " Harry explained . " He hates me . ";Harry,;He,me,;0.0;450;8
" Draco Malfoy ? ";;;0.0;451;8
said George , turning around . " Not Lucius Malfoy 's son ? ";George,;;0.0;452;8
" Must be , it 's not a very common name , is it ? ";;it,it,;-0.39;453;8
" I 've heard Dad talking about him , " said George . " He was a big supporter of You-Know-Who . ";George,;I,Dad,Dad,He,a big supporter,;0.0;455;8
" And when You-Know-Who disappeared , " said Fred , craning around to look at Harry , " Lucius Malfoy came back saying he'd never meant any of it . Load of dung - Dad reckons he was right in You - Know-Who 's inner circle . ";Fred,Harry,;You-Know-Who,Lucius Malfoy,he'd,Dad,he,he'd,any of it,he,;0.0952380952381;456;8
" I do n't know whether the Malfoys own a house-elf ... ";;I,the Malfoys,;0.6;459;8
" Well , whoever owns him will be an old wizarding family , and they 'll be rich , " said Fred .;Fred,;him,they,him,an old wizarding family,;0.2375;461;8
" Yeah , Mum 's always wishing we had a house-elf to do the ironing , " said George . " But all we 've got is a lousy old ghoul in the attic and gnomes all over the garden . House-elves come with big old manors and castles and places like that ; you would n't catch one in our house ... ";George,;we,we,the ironing,all we,House-elves,you,a lousy old ghoul,all over,;0.0666666666667;462;8
" I 'm glad we came to get you , anyway , " said Ron . " I was getting really worried when you did n't answer any of my letters . I thought it was Errol 's fault at first - ";Ron,;I,glad we,glad we,you,I,you,I,it,any of my letters,it,Errol,;0.25;467;8
" Who 's Errol ? ";;Errol,;0.0;468;8
" Our owl . He 's ancient . It would n't be the first time he'd collapsed on a delivery . So then I tried to borrow Hermes - ";;He,It,the first time he'd,I,the first time he'd,Hermes,;0.25;469;8
" Who ? ";;;0.0;470;8
" The owl Mum and Dad bought Percy when he was made prefect , " said Fred from the front .;Fred,;Dad,he,Percy,prefect,;0.0;471;8
" But Percy would n't lend him to me , " said Ron . " Said he needed him . ";Ron,;Percy,him,he,he,him,;0.0;472;8
" Percy 's been acting very oddly this summer , " said George , frowning . " And he has been sending a lot of letters and spending a load of time shut up in his room....I mean , there 's only so many times you can polish a prefect badge....You 're driving too far west , Fred , " he added , pointing at a compass on the dashboard .;he,George,;he,of time,so many times you,a lot,a load,a prefect,;0.08125;473;8
" So , does your dad know you 've got the car ? ";;your dad know you,your dad know you,the car,;0.0;475;8
" Er , no , " said Ron , " he had to work tonight . Hopefully we 'll be able to get it back in the garage without Mum noticing we flew it . ";Ron,;he,we,Mum noticing we,it,it,;0.25;477;8
" What does your dad do at the Ministry of Magic , anyway ? ";;your dad,your dad,;0.5;478;8
" He works in the most boring department , " said Ron . " The Misuse of Muggle Artifacts Office . ";Ron,;He,;-0.25;479;8
" The what ? ";;;0.0;480;8
" It 's all to do with bewitching things that are Muggle-made , you know , in case they end up back in a Muggle shop or house . Like , last year , some old witch died and her tea set was sold to an antiques shop . This Muggle woman bought it , took it home , and tried to serve her friends tea in it . It was a nightmare - Dad was working overtime for weeks . ";;It,you,in case they,some old witch,her tea,an antiques,This Muggle woman,it,her friends,It,Dad,things,Muggle-made,it,it,her friends,a nightmare,overtime,;0.2;481;8
" What happened ? ";;;0.0;482;8
" The teapot went berserk and squirted boiling tea all over the place and one man ended up in the hospital with the sugar tongs clamped to his nose . Dad was going frantic - it 's only him and an old warlock called Perkins in the office - and they had to do Memory Charms and all sorts of stuff to cover it up - ";;The teapot,one man,the sugar tongs,Dad,it,an old warlock,they,it,all over,Perkins,Charms and all sorts,it,;0.05;483;8
" But your dad - this car - ";;;0.0;484;8
Fred laughed . " Yeah , Dad 's crazy about everything to do with Muggles ; our shed 's full of Muggle stuff . He takes it apart , puts spells on it , and puts it back together again . If he raided our house he'd have to put himself under arrest . It drives Mum mad . ";Fred,;He,he,our house he'd,It,it,it,our house he'd,himself under arrest,Mum mad,;-0.035;485;8
" That 's the main road , " said George , peering down through the windshield . " We 'll be there in ten minutes ... Just as well , it 's getting light ... ";George,;the main road,We,it,light,;0.102777777778;486;8
" We 're a little way outside the village , " said George . " Ottery St. Catchpole . ";George,;We,a little way,;-0.09375;489;8
" Touchdown ! ";;;0.0;492;8
" It 's not much , " said Ron .;Ron,;It,;0.1;500;8
" It 's wonderful , " said Harry happily , thinking of Privet Drive .;Harry happily,of Privet Drive,;It,;1.0;501;8
" Now , we 'll go upstairs really quietly , " said Fred , " and wait for Mum to call us for breakfast Then , Ron , you come bounding downstairs going , ' Mum , look who turned up in the night ! ' and she 'll be all pleased to see Harry and no one need ever know we flew the car . ";Fred,;we,you,downstairs,she,Harry and no one need,we,us for breakfast,downstairs,Harry and no one need,we,the car,;0.25;503;8
" Right , " said Ron . " Come on , Harry , I sleep at the - at the top - ";Ron,;I,;0.392857142857;504;8
" Ah , " said Fred .;Fred,;;0.0;508;8
" Oh , dear , " said George .;George,;;0.0;509;8
" So , " she said .;she,;;0.0;512;8
" Morning , Mum , " said George , in what he clearly thought was a jaunty , winning voice .;he,George,;;0.5;513;8
" Have you any idea how worried I 've been ? ";;I,you any idea,I,;0.0;514;8
" Sorry , Mum , but see , we had to - ";;we,;-0.5;516;8
" Beds empty ! No note ! Car gone - could have crashed - out of my mind with worry - did you care ? - never , as long as I 've lived - you wait until your father gets home , we never had trouble like this from Bill or Charlie or Percy - ";;Car,you,I,you,your father,we,you,home,trouble,;-0.103125;518;8
" Perfect Percy , " muttered Fred .;Fred,;;1.0;519;8
" YOU COULD DO WITH TAKING A LEAF OUT OF PERCY'S BOOK ! ";;YOU,A LEAF,;0.0;520;8
yelled Mrs. Weasley , prodding a finger in Fred 's chest . " You could have died , you could have been seen , you could have lost your father his job - ";Mrs. Weasley,Fred,;You,you,you,your,your,his job,;0.0;521;8
