Occurrence;From;To;Sentiment;Index;Context
" I know what day it is , " Dudley repeated , coming right up to him .;Dudley;Harry,coolly;0.285714285714;128;2
" Well done , " said Harry . " So you 've finally learned the days of the week . ";Harry;Dudley,coolly;0.0;129;2
" Today 's your birthday , " sneered Dudley . " How come you have n't got any cards ? Have n't you even got friends at that freak place ? ";Dudley;Harry,coolly;0.0;130;2
" Better not let your mum hear you talking about my school , " said Harry coolly .;coolly;Better;0.5;131;2
" Why 're you staring at the hedge ? ";Dudley;Harry,coolly;0.0;133;2
" I 'm trying to decide what would be the best spell to set it on fire , " said Harry .;Harry;Dudley,coolly;1.0;135;2
" You c-ca n't - Dad told you you 're not to do m-magic - he said he 'll chuck you out of the house - and you have n't got anywhere else to go - you have n't got any friends to take you - ";Dudley;Dad;0.0;137;2
" Jiggery pokery ! ";coolly;Dudley,Harry;0.0;138;2
said Harry in a fierce voice . " Hocus pocus - squiggly wiggly - ";Harry;Dudley,coolly;0.0;139;2
" MUUUUUUM ! ";coolly;Dudley,Harry;0.0;140;2
howled Dudley , tripping over his feet as he dashed back toward the house . " MUUUUM ! He 's doing you know what ! ";Dudley;Harry,coolly;0.0;141;2
" Get in here ! And walk on the newspaper ! ";Petunia;;0.0;150;3
" Eat quickly ! The Masons will be here soon ! ";Petunia;Mason;0.0;154;3
The moment he had finished , Aunt Petunia whisked away his plate . " Upstairs ! Hurry ! ";Petunia;;0.0;158;3
" Remember , boy - one sound - ";Petunia;;0.4;161;3
" May I take your coats , Mr. and Mrs. Mason ? ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;173;4
" Er - hello , " said Harry nervously .;Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;176;4
" Harry Potter ! ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;177;4
said the creature in a high-pitched voice Harry was sure would carry down the stairs . " So long has Dobby wanted to meet you , sir...Such an honor it is ... ";voice;Dobby;0.0981481481481;178;4
" Th-thank you , " said Harry , edging along the wall and sinking into his desk chair , next to Hedwig , who was asleep in her large cage .;Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.107142857143;179;4
He wanted to ask , " What are you ? ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;180;4
but thought it would sound too rude , so instead he said , " Who are you ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.05;181;4
" Dobby , sir . Just Dobby . Dobby the house-elf , " said the creature .;Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;182;4
" Oh - really ? ";Uncle;Harry,voice,earnestly,politely,Dobby,Mason;0.0;183;4
said Harry . " Er - I do n't want to be rude or anything , but - this is n't a great time for me to have a house-elf in my bedroom . ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.25;184;4
" Not that I 'm not pleased to meet you , " said Harry quickly , " but , er , is there any particular reason you 're here ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.333333333333;187;4
" Oh , yes , sir , " said Dobby earnestly . " Dobby has come to tell you , sir...it is difficult , sir...Dobby wonders where to begin ... ";earnestly;Dobby;-0.5;188;4
" Sit down , " said Harry politely , pointing at the bed .;politely;Harry,voice,earnestly,Dobby,Uncle,Mason;-0.155555555556;189;4
" S-sit down ! ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;-0.194444444444;191;4
he wailed . " Never ...never ever ... ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;192;4
" I 'm sorry , " he whispered , " I did n't mean to offend you or anything - ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;-0.40625;194;4
" Offend Dobby ! ";Harry;Dobby;0.0;195;4
choked the elf . " Dobby has never been asked to sit down by a wizard - like an equal - ";Dobby;Dobby;-0.0777777777778;196;4
Harry , trying to say " Shh ! ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;197;4
" You ca n't have met many decent wizards , " said Harry , trying to cheer him up .;Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.333333333333;200;4
Then , without warning , he leapt up and started banging his head furiously on the window , shouting , " Bad Dobby ! Bad Dobby ! ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;-0.8671875;202;4
" Do n't - what are you doing ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;203;4
" Dobby had to punish himself , sir , " said the elf , who had gone slightly cross-eyed . " Dobby almost spoke ill of his family , sir ... ";Dobby;Dobby;-0.5;205;4
" Your family ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;206;4
" The wizard family Dobby serves , sir....Dobby is a house-elf - bound to serve one house and one family forever ... ";Dobby;family;0.0;207;4
" Do they know you 're here ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;208;4
" Oh , no , sir , no...Dobby will have to punish himself most grievously for coming to see you , sir . Dobby will have to shut his ears in the oven door for this . If they ever knew , sir - ";Dobby;Dobby;0.5;211;4
" But wo n't they notice if you shut your ears in the oven door ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;212;4
" Dobby doubts it , sir . Dobby is always having to punish himself for something , sir . They lets Dobby get on with it , sir . Sometimes they reminds me to do extra punishments ... ";Dobby;Dobby;0.0;213;4
" But why do n't you leave ? Escape ? ";Uncle;Harry,voice,earnestly,politely,Dobby,Mason;0.0;214;4
" A house-elf must be set free , sir . And the family will never set Dobby free...Dobby will serve the family until he dies , sir ... ";Harry;Dobby;0.4;215;4
" And I thought I had it bad staying here for another four weeks , " he said . " This makes the Dursleys sound almost human . Ca n't anyone help you ? Ca n't I ? ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;-0.0722222222222;217;4
" Please , " Harry whispered frantically , " please be quiet . If the Dursleys hear anything , if they know you 're here - ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;220;4
" Harry Potter asks if he can help Dobby...Dobby has heard of your greatness , sir , but of your goodness , Dobby never knew ... ";Dobby;Harry,Dobby;0.0;221;4
Harry , who was feeling distinctly hot in the face , said , " Whatever you 've heard about my greatness is a load of rubbish . I 'm not even top of my year at Hogwarts  ,  that 's Hermione , she - ";Harry;Hermione;0.375;222;4
" Harry Potter is humble and modest , " said Dobby reverently , his orb-like eyes aglow . " Harry Potter speaks not of his triumph over He-Who-Must-Not-Be-Named - ";Dobby;Harry;-0.0333333333333;224;4
" Voldemort ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;225;4
Dobby clapped his hands over his bat ears and moaned , " Ah , speak not the name , sir ! Speak not the name ! ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;227;4
" Sorry , " said Harry quickly . " I know lots of people do n't like it . My friend Ron - ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;-0.5;228;4
" Dobby heard tell , " he said hoarsely , " that Harry Potter met the Dark Lord for a second time just weeks ago...that Harry Potter escaped yet again . ";Dobby;Dobby,Harry;-0.075;232;4
" Ah , sir , " he gasped , dabbing his face with a corner of the grubby pillowcase he was wearing . " Harry Potter is valiant and bold ! He has braved so many dangers already ! But Dobby has come to protect Harry Potter , to warn him , even if he does have to shut his ears in the oven door later....Harry Potter must not go back to Hogwarts . ";Harry;Harry,Dobby,Potter;0.381944444444;234;4
" W-what ? ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;236;4
Harry stammered . " But I 've got to go back - term starts on September first . It 's all that 's keeping me going . You do n't know what it 's like here . I do n't belong here . I belong in your world - at Hogwarts . ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.125;237;4
" No , no , no , " squeaked Dobby , shaking his head so hard his ears flapped . " Harry Potter must stay where he is safe . He is too great , too good , to lose . If Harry Potter goes back to Hogwarts , he will be in mortal danger . ";Dobby;Harry;0.331666666667;238;4
" Why ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;239;4
" There is a plot , Harry Potter . A plot to make most terrible things happen at Hogwarts School of Witchcraft and Wizardry this year , " whispered Dobby , suddenly trembling all over . " Dobby has known it for months , sir . Harry Potter must not put himself in peril . He is too important , sir ! ";Dobby;Dobby,Harry;-0.0416666666667;241;4
" What terrible things ? ";Uncle;Harry,voice,earnestly,politely,Dobby,Mason;-1.0;242;4
said Harry at once . " Who 's plotting them ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;243;4
" All right ! ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.357142857143;245;4
cried Harry , grabbing the elf 's arm to stop him . " You ca n't tell me . I understand . But why are you warning me ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;246;4
A sudden , unpleasant thought struck him . " Hang on - this has n't got anything to do with Vol - - sorry - with You-Know-Who , has it ? You could just shake or nod , " he added hastily as Dobby 's head tilted worryingly close to the wall again .;Dobby;Harry,voice,earnestly,politely,Uncle,Mason;-0.383333333333;247;4
" Not - not He-Who-Must-Not-Be-Named , sir - ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;249;4
" He has n't got a brother , has he ? ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;252;4
" Well then , I ca n't think who else would have a chance of making horrible things happen at Hogwarts , " said Harry . " I mean , there 's Dumbledore , for one thing - you know who Dumbledore is , do n't you ? ";Harry;Dumbledore;-0.65625;254;4
" Albus Dumbledore is the greatest headmaster Hogwarts has ever had . Dobby knows it , sir . Dobby has heard Dumbledore 's powers rival those of He-Who-Must-Not-Be-Named at the height of his strength . But , sir " - Dobby 's voice dropped to an urgent whisper - " there are powers Dumbledore does n't...powers no decent wizard ... ";Dobby;Dumbledore,Dobby,headmaster,Power;0.583333333333;256;4
Two seconds later Harry , heart thudding madly , heard Uncle Vernon coming into the hall , calling , " Dudley must have left his television on again , the little tyke ! ";Uncle;Dudley;-0.078125;259;4
" Quick ! In the closet ! ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.520833333333;260;4
" What - the - devil - are - you - doing ? ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;262;4
said Uncle Vernon through gritted teeth , his face horribly close to Harry ' s. " You 've just ruined the punch line of my Japanese golfer joke....One more sound and you 'll wish you'd never been born , boy ! ";Uncle;Harry,voice,earnestly,politely,Dobby,Mason;0.375;263;4
" See what it 's like here ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;266;4
he said . " See why I 've got to go back to Hogwarts ? It 's the only place I 've got - well , I think I 've got friends . ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;267;4
" Friends who do n't even write to Harry Potter ? ";Uncle;Harry,voice,earnestly,politely,Dobby,Mason;0.0;268;4
" I expect they 've just been - wait a minute , " said Harry , frowning . " How do you know my friends have n't been writing to me ? ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;270;4
" Harry Potter must n't be angry with Dobby . Dobby did it for the best - ";Dobby;Harry;0.25;272;4
" Have you been stopping my letters ? ";Uncle;Harry,voice,earnestly,politely,Dobby,Mason;0.0;273;4
" Dobby has them here , sir , " said the elf .;Harry;Dobby;0.0;274;4
" Harry Potter must n't be angry....Dobby hoped...if Harry Potter thought his friends had forgotten him...Harry Potter might not want to go back to school , sir ... ";Dobby;Harry,Potter;0.0;278;4
" Harry Potter will have them , sir , if he gives Dobby his word that he will not return to Hogwarts . Ah , sir , this is a danger you must not face ! Say you wo n't go back , sir ! ";Uncle;Harry;0.0;281;4
" No , " said Harry angrily . " Give me my friends ' letters ! ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;282;4
" Then Harry Potter leaves Dobby no choice , " said the elf sadly .;Dobby;Harry;0.0;283;4
From the dining room he heard Uncle Vernon saying , " ...tell Petunia that very funny story about those American plumbers , Mr. Mason . She 's been dying to hear ... ";Uncle;Harry,voice,earnestly,politely,Dobby,Mason;0.1625;287;4
" No , " croaked Harry . " Please...they 'll kill me ... ";Harry;Please...they;0.0;291;4
" Harry Potter must say he 's not going back to school - ";Dobby;Harry;0.0;292;4
" Dobby...please ... ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;293;4
" Say it , sir - ";Uncle;Harry,voice,earnestly,politely,Dobby,Mason;0.0;294;4
" I ca n't - ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;295;4
" Then Dobby must do it , sir , for Harry Potter 's own good . ";Harry;Dobby;0.625;297;4
( " Just our nephew - very disturbed - meeting strangers upsets him , so we kept him upstairs ... " );Mason;Harry,voice,earnestly,politely,Dobby,Uncle;0.2;303;4
" Read it ! ";Dobby;Harry,voice,earnestly,politely,Uncle,Mason;0.0;311;4
he hissed evilly , brandishing the letter the owl had delivered . " Go on - read it ! ";Harry;voice,earnestly,politely,Dobby,Uncle,Mason;0.0;312;4
" You did n't tell us you were n't allowed to use magic outside school , " said Uncle Vernon , a mad gleam dancing in his eyes . " Forgot to mention it....Slipped your mind , I daresay ... ";Uncle;Harry;-0.0416666666667;329;5
He was bearing down on Harry like a great bulldog , all his teeth bared . " Well , I 've got news for you , boy....I 'm locking you up....You 're never going back to that school...never...and if you try and magic yourself out - they 'll expel you ! ";Harry;Uncle;0.367361111111;330;5
" It 's no good turning your beak up at it - that 's all we 've got , " said Harry grimly .;grimly;;0.65;349;6
He saw Dobby 's face in the crowd and shouted out , asking for help , but Dobby called , " Harry Potter is safe there , sir ! ";Dobby;Harry;0.625;358;7
" Stop it , " Harry muttered as the rattling pounded in his sore head . " Leave me alone...cut it out...I 'm trying to sleep ... ";Harry;Dobby;0.0;361;7
" Ron . ";Ron;Harry,Fred,George,Uncle,Weasley;0.0;371;8
breathed Harry , creeping to the window and pushing it up so they could talk through the bars . " Ron , how did you - ? What the - ? ";Harry;Ron,Fred,George,Uncle,Weasley;0.0;372;8
" All right , Harry ? ";Ron;Harry,Fred,George,Uncle,Weasley;0.285714285714;376;8
" What 's been going on ? ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;378;8
said Ron . " Why have n't you been answering my letters ? I 've asked you to stay about twelve times , and then Dad came home and said you'd got an official warning for using magic in front of Muggles - ";Ron;Dad;0.5;379;8
" It was n't me - and how did he know ? ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;380;8
" He works for the Ministry , " said Ron . " You know we 're not supposed to do spells outside school - ";Ron;Harry,Fred,George,Uncle,Weasley;0.0;381;8
" You should talk , " said Harry , staring at the floating car .;Harry;Ron,Fred,George,Uncle,Weasley;0.0;382;8
" Oh , this does n't count , " said Ron . " We 're only borrowing this . It 's Dad ' s , we did n't enchant it . But doing magic in front of those Muggles you live with - ";Ron;Dad;0.212121212121;383;8
" I told you , I did n't - but it 'll take too long to explain now - look , can you tell them at Hogwarts that the Dursleys have locked me up and wo n't let me come back , and obviously I ca n't magic myself out , because the Ministry 'll think that 's the second spell I 've done in three days , so - ";Fred;Dursleys,Ministry,Hogwarts;0.1125;384;8
" Stop gibbering , " said Ron . " We 've come to take you home with us . ";Ron;Harry,Fred,George,Uncle,Weasley;0.0;385;8
" But you ca n't magic me out either - ";Fred;Harry,Ron,George,Uncle,Weasley;0.5;386;8
" We do n't need to , " said Ron , jerking his head toward the front seat and grinning . " You forget who I 've got with me . ";Ron;Harry,Fred,George,Uncle,Weasley;0.0;387;8
" Tie that around the bars , " said Fred , throwing the end of a rope to Harry .;Fred;Harry,Ron,George,Uncle,Weasley;0.0;388;8
" If the Dursleys wake up , I 'm dead , " said Harry as he tied the rope tightly around a bar and Fred revved up the car .;Fred;Harry,Ron,George,Uncle,Weasley;-0.2;389;8
" Do n't worry , " said Fred , " and stand back . ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;390;8
" Get in , " Ron said .;Ron;Harry,Fred,George,Uncle,Weasley;0.0;397;8
" But all my Hogwarts stuff - my wand - my broomstick - ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;398;8
" Where is it ? ";Ron;Harry,Fred,George,Uncle,Weasley;0.0;399;8
" Locked in the cupboard under the stairs , and I ca n't get out of this room - ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;400;8
" No problem , " said George from the front passenger seat . " Out of the way , Harry . ";George;Harry,Ron,Fred,Uncle,Weasley;0.0;401;8
" A lot of wizards think it 's a waste of time , knowing this sort of Muggle trick , " said Fred , " but we feel they 're skills worth learning , even if they are a bit slow . ";Fred;Harry,Ron,George,Uncle,Weasley;-0.0666666666667;404;8
" So - we 'll get your trunk - you grab anything you need from your room and hand it out to Ron , " whispered George .;George;Harry,Ron,Fred,Uncle,Weasley;0.0;406;8
" Watch out for the bottom stair - it creaks , " Harry whispered back as the twins disappeared onto the dark landing .;Harry;Ron,Fred,George,Uncle,Weasley;-0.075;407;8
" A bit more , " panted Fred , who was pulling from inside the car . " One good push - ";Fred;Harry,Ron,George,Uncle,Weasley;0.575;415;8
" Okay , let 's go , " George whispered .;George;Harry,Ron,Fred,Uncle,Weasley;0.5;417;8
" THAT RUDDY OWL ! ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;419;8
" I 've forgotten Hedwig ! ";Ron;Hedwig;0.0;420;8
" Petunia ! ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;425;8
roared Uncle Vernon . " He 's getting away ! HE'S GETTING AWAY ! ";Uncle;Harry,Ron,Fred,George,Weasley;0.0;426;8
" Put your foot down , Fred ! ";Ron;Harry,Fred,George,Uncle,Weasley;-0.194444444444;428;8
" See you next summer ! ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;433;8
" Let Hedwig out , " he told Ron . " She can fly behind us . She has n't had a chance to stretch her wings for ages . ";Ron;Hedwig;0.2;436;8
" So - what 's the story , Harry ? ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;438;8
said Ron impatiently . " What 's been happening ? ";Ron;Harry,Fred,George,Uncle,Weasley;0.0;439;8
" Very fishy , " said Fred finally .;Fred;Harry,Ron,George,Uncle,Weasley;0.2;442;8
" Definitely dodgy " agreed George . " So he would n't even tell you who 's supposed to be plotting all this stuff ? ";George;Harry,Ron,Fred,Uncle,Weasley;0.0;443;8
" I do n't think he could , " said Harry . " I told you , every time he got close to letting something slip , he started banging his head against the wall . ";Harry;Ron,Fred,George,Uncle,Weasley;0.0;444;8
" What , you think he was lying to me ? ";Ron;Harry,Fred,George,Uncle,Weasley;0.0;446;8
" Well , " said Fred , " put it this way - house-elves have got powerful magic of their own , but they ca n't usually use it without their master 's permission . I reckon old Dobby was sent to stop you coming back to Hogwarts . Someone 's idea of a joke . Can you think of anyone at school with a grudge against you ? ";Fred;thirteen-year-old;0.3;448;8
" Yes , " said Harry and Ron together , instantly .;Harry;Ron,Fred,George,Uncle,Weasley;0.0;449;8
" Draco Malfoy , " Harry explained . " He hates me . ";Harry;Ron,Fred,George,Uncle,Weasley;0.0;450;8
" Draco Malfoy ? ";Ron;Harry,Fred,George,Uncle,Weasley;0.0;451;8
said George , turning around . " Not Lucius Malfoy 's son ? ";George;Harry,Ron,Fred,Uncle,Weasley;0.0;452;8
" Must be , it 's not a very common name , is it ? ";Ron;Harry,Fred,George,Uncle,Weasley;-0.39;453;8
" I 've heard Dad talking about him , " said George . " He was a big supporter of You-Know-Who . ";George;Dad;0.0;455;8
" And when You-Know-Who disappeared , " said Fred , craning around to look at Harry , " Lucius Malfoy came back saying he'd never meant any of it . Load of dung - Dad reckons he was right in You - Know-Who 's inner circle . ";Fred;You-Know-Who,Dad;0.0952380952381;456;8
" I do n't know whether the Malfoys own a house-elf ... ";Ron;Malfoy;0.6;459;8
" Well , whoever owns him will be an old wizarding family , and they 'll be rich , " said Fred .;Fred;Harry,Ron,George,Uncle,Weasley;0.2375;461;8
" Yeah , Mum 's always wishing we had a house-elf to do the ironing , " said George . " But all we 've got is a lousy old ghoul in the attic and gnomes all over the garden . House-elves come with big old manors and castles and places like that  ,  you would n't catch one in our house ... ";George;House;0.0666666666667;462;8
" I 'm glad we came to get you , anyway , " said Ron . " I was getting really worried when you did n't answer any of my letters . I thought it was Errol 's fault at first - ";Ron;Errol;0.25;467;8
" Who 's Errol ? ";Fred;Errol;0.0;468;8
" Our owl . He 's ancient . It would n't be the first time he'd collapsed on a delivery . So then I tried to borrow Hermes - ";Ron;Hermes;0.25;469;8
" Who ? ";George;Harry,Ron,Fred,Uncle,Weasley;0.0;470;8
" The owl Mum and Dad bought Percy when he was made prefect , " said Fred from the front .;Fred;Dad,Percy;0.0;471;8
" But Percy would n't lend him to me , " said Ron . " Said he needed him . ";Ron;Percy;0.0;472;8
" Percy 's been acting very oddly this summer , " said George , frowning . " And he has been sending a lot of letters and spending a load of time shut up in his room....I mean , there 's only so many times you can polish a prefect badge....You 're driving too far west , Fred , " he added , pointing at a compass on the dashboard .;George;Harry,Ron,Fred,Uncle,Weasley;0.08125;473;8
" So , does your dad know you 've got the car ? ";Fred;Harry,Ron,George,Uncle,Weasley;0.0;475;8
" Er , no , " said Ron , " he had to work tonight . Hopefully we 'll be able to get it back in the garage without Mum noticing we flew it . ";Ron;Harry,Fred,George,Uncle,Weasley;0.25;477;8
" What does your dad do at the Ministry of Magic , anyway ? ";Fred;Harry,Ron,George,Uncle,Weasley;0.5;478;8
" He works in the most boring department , " said Ron . " The Misuse of Muggle Artifacts Office . ";Ron;Harry,Fred,George,Uncle,Weasley;-0.25;479;8
